1295,2019-08-22 12:45,2019-08-22 13:45,Time Management for the Distracted Developer,Soft Skills,Soft Skills,Matthew Jones
1295,2019-08-22 12:45,2019-08-22 13:45,Time Management for the Distracted Developer,Soft Skills,Other,Matthew Jones
1296,2019-08-23 10:15,2019-08-23 11:15,"Hold Up, Wait a Minute, Let Me Put Some Async In It",Application Development,.NET,Matthew Jones
1296,2019-08-23 10:15,2019-08-23 11:15,"Hold Up, Wait a Minute, Let Me Put Some Async In It",Application Development,Web,Matthew Jones
1296,2019-08-23 10:15,2019-08-23 11:15,"Hold Up, Wait a Minute, Let Me Put Some Async In It",Application Development,Performance,Matthew Jones
1299,2019-08-22 09:00,2019-08-22 10:00,Get to Know Webpack,Application Development,JavaScript,Jonathan Kemp
1301,2019-08-23 12:45,2019-08-23 13:45,Agile for Remote Teams,Project Management,Project Management,Michael Dowden
1302,2019-08-22 15:15,2019-08-22 16:15,Serverless for Startups: Launching Apps Faster than Ever,Application Development,Development Practices,Michael Dowden
1302,2019-08-22 15:15,2019-08-22 16:15,Serverless for Startups: Launching Apps Faster than Ever,Application Development,Google Cloud,Michael Dowden
1302,2019-08-22 15:15,2019-08-22 16:15,Serverless for Startups: Launching Apps Faster than Ever,Application Development,Architecture,Michael Dowden
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Development Practices,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Testing,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Web Services,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Web,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Microservices,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Career Development,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Quality Assurance,Deven Phillips
1306,2019-08-23 09:00,2019-08-23 10:00,Why You Should Be Doing Contract First API Development,Application Development,Software Practices,Deven Phillips
1307,2019-08-23 15:15,2019-08-23 16:15,How to Win Friends and Influence...Better Developer Estimates,Soft Skills,Requirements,Brian McKeiver
1307,2019-08-23 15:15,2019-08-23 16:15,How to Win Friends and Influence...Better Developer Estimates,Soft Skills,Soft Skills,Brian McKeiver
1307,2019-08-23 15:15,2019-08-23 16:15,How to Win Friends and Influence...Better Developer Estimates,Soft Skills,Career Development,Brian McKeiver
1308,2019-08-22 10:15,2019-08-22 11:15,Sub 1 Second Loading Websites For Real,Application Development,.NET,Brian McKeiver
1308,2019-08-22 10:15,2019-08-22 11:15,Sub 1 Second Loading Websites For Real,Application Development,Development Practices,Brian McKeiver
1308,2019-08-22 10:15,2019-08-22 11:15,Sub 1 Second Loading Websites For Real,Application Development,Microservices,Brian McKeiver
1309,2019-08-22 10:15,2019-08-22 11:15,Learning to Love the Lambda in the Stream,Application Development,Java,Richard Roda
1310,2019-08-23 11:30,2019-08-23 12:30,Building Progressive Web Apps with React,Application Development,JavaScript,Jonathan Mills
1310,2019-08-23 11:30,2019-08-23 12:30,Building Progressive Web Apps with React,Application Development,Mobile,Jonathan Mills
1320,2019-08-22 15:15,2019-08-22 16:15,ASP.NET Core: Ready for Primetime?,Application Development,.NET,"Jonathan ""J."" Tower"
1321,2019-08-23 12:45,2019-08-23 13:45,A Data Access Layer You're Proud of without Entity Framework,Application Development,.NET,"Jonathan ""J."" Tower"
1321,2019-08-23 12:45,2019-08-23 13:45,A Data Access Layer You're Proud of without Entity Framework,Application Development,Architecture,"Jonathan ""J."" Tower"
1321,2019-08-23 12:45,2019-08-23 13:45,A Data Access Layer You're Proud of without Entity Framework,Application Development,Database,"Jonathan ""J."" Tower"
1322,2019-08-22 11:30,2019-08-22 12:30,You aren't gonna need it!,Application Development,Development Practices,Jason McCreary
1323,2019-08-23 10:15,2019-08-23 11:15,nginx + Redis = Ludicrous Speed,Application Development,Development Practices,Jason McCreary
1323,2019-08-23 10:15,2019-08-23 11:15,nginx + Redis = Ludicrous Speed,Application Development,DevOps,Jason McCreary
1323,2019-08-23 10:15,2019-08-23 11:15,nginx + Redis = Ludicrous Speed,Application Development,Architecture,Jason McCreary
1324,2019-08-23 12:45,2019-08-23 13:45,Get to Know Babel,Application Development,JavaScript,Jonathan Kemp
1329,2019-08-23 12:45,2019-08-23 13:45,Is Machine Learning the right tool?,Application Development,Big Data,Brian Korzynski
1330,2019-08-22 10:15,2019-08-22 11:15,Introduction to Amazon AWS,Application Development,.NET,Brian Korzynski
1330,2019-08-22 10:15,2019-08-22 11:15,Introduction to Amazon AWS,Application Development,AWS,Brian Korzynski
1345,2019-08-22 16:30,2019-08-22 17:30,How Functional Programming Made Me a Better Developer,Application Development,.NET,Cameron Presley
1345,2019-08-22 16:30,2019-08-22 17:30,How Functional Programming Made Me a Better Developer,Application Development,Other,Cameron Presley
1345,2019-08-22 16:30,2019-08-22 17:30,How Functional Programming Made Me a Better Developer,Application Development,Functional Progreamming,Cameron Presley
1346,2019-08-23 15:15,2019-08-23 16:15,How To Have Code Reviews Developers Actually Want,Soft Skills,Development Practices,Cameron Presley
1346,2019-08-23 15:15,2019-08-23 16:15,How To Have Code Reviews Developers Actually Want,Soft Skills,Soft Skills,Cameron Presley
1349,2019-08-22 11:30,2019-08-22 12:30,"Hey, You Got Your TDD in my SQL DB!",Software Testing,Testing,Jeff McKenzie
1349,2019-08-22 11:30,2019-08-22 12:30,"Hey, You Got Your TDD in my SQL DB!",Software Testing,Quality Assurance,Jeff McKenzie
1349,2019-08-22 11:30,2019-08-22 12:30,"Hey, You Got Your TDD in my SQL DB!",Software Testing,Database,Jeff McKenzie
1349,2019-08-22 11:30,2019-08-22 12:30,"Hey, You Got Your TDD in my SQL DB!",Software Testing,SQL,Jeff McKenzie
1350,2019-08-23 09:00,2019-08-23 10:00,Automating Your Automation: The Care and Feeding of Jenkins,Application Development,Development Practices,Jeff McKenzie
1350,2019-08-23 09:00,2019-08-23 10:00,Automating Your Automation: The Care and Feeding of Jenkins,Application Development,DevOps,Jeff McKenzie
1350,2019-08-23 09:00,2019-08-23 10:00,Automating Your Automation: The Care and Feeding of Jenkins,Application Development,Continuous Development,Jeff McKenzie
1350,2019-08-23 09:00,2019-08-23 10:00,Automating Your Automation: The Care and Feeding of Jenkins,Application Development,Software Practices,Jeff McKenzie
1356,2019-08-23 09:00,2019-08-23 10:00,Test Driven Refactoring,Software Testing,Development Practices,Jason Crist
1356,2019-08-23 09:00,2019-08-23 10:00,Test Driven Refactoring,Software Testing,JavaScript,Jason Crist
1356,2019-08-23 09:00,2019-08-23 10:00,Test Driven Refactoring,Software Testing,Testing,Jason Crist
1361,2019-08-23 09:00,2019-08-23 10:00,Criminal Minds meets the JVM: an intro to profiling,Application Development,Development Practices,Todd Nussbaum
1361,2019-08-23 09:00,2019-08-23 10:00,Criminal Minds meets the JVM: an intro to profiling,Application Development,Java,Todd Nussbaum
1361,2019-08-23 09:00,2019-08-23 10:00,Criminal Minds meets the JVM: an intro to profiling,Application Development,Performance,Todd Nussbaum
1362,2019-08-22 11:30,2019-08-22 12:30,Essential JWT,Application Development,Java,Todd Nussbaum
1362,2019-08-22 11:30,2019-08-22 12:30,Essential JWT,Application Development,Security,Todd Nussbaum
1377,2019-08-22 16:30,2019-08-22 17:30,Get Func-y: Understanding Delegates in .NET,Application Development,.NET,Jeremy Clark
1377,2019-08-22 16:30,2019-08-22 17:30,Get Func-y: Understanding Delegates in .NET,Application Development,Functional Progreamming,Jeremy Clark
1380,2019-08-22 15:15,2019-08-22 16:15,Deep Learning like a Viking - Building Convolutional Neural Networks with Keras,Application Development,Big Data,Guy Royse
1380,2019-08-22 15:15,2019-08-22 16:15,Deep Learning like a Viking - Building Convolutional Neural Networks with Keras,Application Development,JavaScript,Guy Royse
1380,2019-08-22 15:15,2019-08-22 16:15,Deep Learning like a Viking - Building Convolutional Neural Networks with Keras,Application Development,Python,Guy Royse
1381,2019-08-23 10:15,2019-08-23 11:15,An Introduction to WebAssembly,Application Development,JavaScript,Guy Royse
1381,2019-08-23 10:15,2019-08-23 11:15,An Introduction to WebAssembly,Application Development,WebAssembly,Guy Royse
1390,2019-08-22 16:30,2019-08-22 17:30,Don't Get H@ck3d,Application Development,.NET,Tyler Stephenson
1390,2019-08-22 16:30,2019-08-22 17:30,Don't Get H@ck3d,Application Development,Security,Tyler Stephenson
1391,2019-08-23 15:15,2019-08-23 16:15,Introducing Juvet: Building Bots in Elixir,Application Development,Web Services,Jamie Wright
1391,2019-08-23 15:15,2019-08-23 16:15,Introducing Juvet: Building Bots in Elixir,Application Development,Other,Jamie Wright
1391,2019-08-23 15:15,2019-08-23 16:15,Introducing Juvet: Building Bots in Elixir,Application Development,Functional Progreamming,Jamie Wright
1392,2019-08-23 11:30,2019-08-23 12:30,Building a Realtime Websocket API in Phoenix,Application Development,Web Services,Jamie Wright
1392,2019-08-23 11:30,2019-08-23 12:30,Building a Realtime Websocket API in Phoenix,Application Development,Web,Jamie Wright
1392,2019-08-23 11:30,2019-08-23 12:30,Building a Realtime Websocket API in Phoenix,Application Development,Functional Progreamming,Jamie Wright
1396,2019-08-22 11:30,2019-08-22 12:30,Where The Web Is Going,Application Development,Design (UI/UX/CSS),Jared Faris
1396,2019-08-22 11:30,2019-08-22 12:30,Where The Web Is Going,Application Development,JavaScript,Jared Faris
1396,2019-08-22 11:30,2019-08-22 12:30,Where The Web Is Going,Application Development,Web,Jared Faris
1401,2019-08-23 16:30,2019-08-23 17:30,The Art of Pair Programming,Soft Skills,Development Practices,Todd Merritt
1401,2019-08-23 16:30,2019-08-23 17:30,The Art of Pair Programming,Soft Skills,Software Practices,Todd Merritt
1405,2019-08-22 11:30,2019-08-22 12:30,Achieve Goals With SMART WINS,Soft Skills,Career Development,Christopher Judd
1406,2019-08-21 09:00,2019-08-21 12:00,"Java 9, 10 & 11 Workshop [Full-Day Workshop]",Application Development,Java,Christopher Judd
1407,2019-08-22 10:15,2019-08-22 11:15,TerseScript: JavaScript with 6 characters or less,Application Development,JavaScript,Mike Hand
1408,2019-08-22 15:15,2019-08-22 16:15,I suck at estimates (but I'm better than I used to be),Requirements,Development Practices,Mike Hand
1408,2019-08-22 15:15,2019-08-22 16:15,I suck at estimates (but I'm better than I used to be),Requirements,Other,Mike Hand
1408,2019-08-22 15:15,2019-08-22 16:15,I suck at estimates (but I'm better than I used to be),Requirements,Project Management,Mike Hand
1408,2019-08-22 15:15,2019-08-22 16:15,I suck at estimates (but I'm better than I used to be),Requirements,Software Practices,Mike Hand
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Soft Skills,Kim Preece
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Other,Kim Preece
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Career Development,Kim Preece
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Soft Skills,Cassandra Faris
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Other,Cassandra Faris
1411,2019-08-21 09:00,2019-08-21 12:00,Charting a Course to Your Dream Job [Half-Day Workshop],Soft Skills,Career Development,Cassandra Faris
1413,2019-08-22 12:45,2019-08-22 13:45,It works on my machine!,Application Development,.NET,John Callaway
1414,2019-08-23 09:00,2019-08-23 10:00,Mentoring Panel,Application Development,Career Development,John Callaway
1414,2019-08-23 09:00,2019-08-23 10:00,Mentoring Panel,Application Development,Career Development,Clayton Hunt
1418,2019-08-22 10:15,2019-08-22 11:15,Playing with FHIR,Application Development,.NET,Polina Abramov
1418,2019-08-22 10:15,2019-08-22 11:15,Playing with FHIR,Application Development,Web,Polina Abramov
1423,2019-08-23 09:00,2019-08-23 10:00,Introduction to Accessibility,User Experience,Design (UI/UX/CSS),Elizabeth Gray
1423,2019-08-23 09:00,2019-08-23 10:00,Introduction to Accessibility,User Experience,Accessibility,Elizabeth Gray
1425,2019-08-23 12:45,2019-08-23 13:45,The Sounds of Software,Soft Skills,Soft Skills,Brett Berliner
1425,2019-08-23 12:45,2019-08-23 13:45,The Sounds of Software,Soft Skills,Other,Brett Berliner
1425,2019-08-23 12:45,2019-08-23 13:45,The Sounds of Software,Soft Skills,Career Development,Brett Berliner
1431,2019-08-23 11:30,2019-08-23 12:30,Finding regression bugs before QA using Selenium and Azure DevOps CI,Application Development,DevOps,C Daniel Waddell
1431,2019-08-23 11:30,2019-08-23 12:30,Finding regression bugs before QA using Selenium and Azure DevOps CI,Application Development,Testing,C Daniel Waddell
1431,2019-08-23 11:30,2019-08-23 12:30,Finding regression bugs before QA using Selenium and Azure DevOps CI,Application Development,Quality Assurance,C Daniel Waddell
1438,2019-08-22 09:00,2019-08-22 10:00,Protecting App Secrets with .NET Core and Azure,Application Development,.NET,Scott Addie
1438,2019-08-22 09:00,2019-08-22 10:00,Protecting App Secrets with .NET Core and Azure,Application Development,Cloud,Scott Addie
1438,2019-08-22 09:00,2019-08-22 10:00,Protecting App Secrets with .NET Core and Azure,Application Development,Development Practices,Scott Addie
1438,2019-08-22 09:00,2019-08-22 10:00,Protecting App Secrets with .NET Core and Azure,Application Development,Security,Scott Addie
1438,2019-08-22 09:00,2019-08-22 10:00,Protecting App Secrets with .NET Core and Azure,Application Development,Azure,Scott Addie
1439,2019-08-23 15:15,2019-08-23 16:15,Building the Real-time Web with ASP.NET Core SignalR,Application Development,.NET,Scott Addie
1439,2019-08-23 15:15,2019-08-23 16:15,Building the Real-time Web with ASP.NET Core SignalR,Application Development,Cloud,Scott Addie
1439,2019-08-23 15:15,2019-08-23 16:15,Building the Real-time Web with ASP.NET Core SignalR,Application Development,Cross-Platform,Scott Addie
1439,2019-08-23 15:15,2019-08-23 16:15,Building the Real-time Web with ASP.NET Core SignalR,Application Development,Web,Scott Addie
1439,2019-08-23 15:15,2019-08-23 16:15,Building the Real-time Web with ASP.NET Core SignalR,Application Development,Azure,Scott Addie
1442,2019-08-22 09:00,2019-08-22 10:00,Leadership Journey: From Software Developer to Leader,Soft Skills,Soft Skills,Michael Eaton
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,.NET,Nick Branstein
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,Cloud,Nick Branstein
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,Web Services,Nick Branstein
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,Other,Nick Branstein
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,Web,Nick Branstein
1444,2019-08-23 11:30,2019-08-23 12:30,Magic or Pokemon Card?,Application Development,Azure,Nick Branstein
1445,2019-08-22 12:45,2019-08-22 13:45,The Automation Firehose: Be Strategic and Tactical,Software Testing,DevOps,Thomas Haver
1445,2019-08-22 12:45,2019-08-22 13:45,The Automation Firehose: Be Strategic and Tactical,Software Testing,Requirements,Thomas Haver
1445,2019-08-22 12:45,2019-08-22 13:45,The Automation Firehose: Be Strategic and Tactical,Software Testing,Ruby/Rails,Thomas Haver
1445,2019-08-22 12:45,2019-08-22 13:45,The Automation Firehose: Be Strategic and Tactical,Software Testing,Testing,Thomas Haver
1445,2019-08-22 12:45,2019-08-22 13:45,The Automation Firehose: Be Strategic and Tactical,Software Testing,Software Practices,Thomas Haver
1446,2019-08-23 10:15,2019-08-23 11:15,Building Great Libraries with .NET Standard,Application Development,.NET,Chad Green
1446,2019-08-23 10:15,2019-08-23 11:15,Building Great Libraries with .NET Standard,Application Development,Architecture,Chad Green
1448,2019-08-23 10:15,2019-08-23 11:15,Multithreaded JavaScript—Web Workers and Atomics,Application Development,JavaScript,Jeffrey Strauss
1448,2019-08-23 10:15,2019-08-23 11:15,Multithreaded JavaScript—Web Workers and Atomics,Application Development,Web,Jeffrey Strauss
1449,2019-08-22 15:15,2019-08-22 16:15,"IP Fundamentals—Trust Me, I'm a Lawyer",Soft Skills,Development Practices,Jeffrey Strauss
1449,2019-08-22 15:15,2019-08-22 16:15,"IP Fundamentals—Trust Me, I'm a Lawyer",Soft Skills,Soft Skills,Jeffrey Strauss
1449,2019-08-22 15:15,2019-08-22 16:15,"IP Fundamentals—Trust Me, I'm a Lawyer",Soft Skills,Other,Jeffrey Strauss
1540,2019-08-21 09:00,2019-08-21 12:00,Build your first full-stack Blazor app [Full-Day Workshop],Application Development,.NET,Ed Charbeneau
1540,2019-08-21 09:00,2019-08-21 12:00,Build your first full-stack Blazor app [Full-Day Workshop],Application Development,JavaScript,Ed Charbeneau
1540,2019-08-21 09:00,2019-08-21 12:00,Build your first full-stack Blazor app [Full-Day Workshop],Application Development,Web,Ed Charbeneau
1540,2019-08-21 09:00,2019-08-21 12:00,Build your first full-stack Blazor app [Full-Day Workshop],Application Development,WebAssembly,Ed Charbeneau
1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,.NET,Ed Charbeneau
1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,Web,Ed Charbeneau
1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,WebAssembly,Ed Charbeneau
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Development Practices,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Soft Skills,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Project Management,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Continuous Development,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Software Practices,Michael Richardson
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,.NET,Ondrej Balas
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,Security,Ondrej Balas
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,Web,Ondrej Balas
1544,2019-08-22 12:45,2019-08-22 13:45,"The ASP.NET Identity Ecosystem from 35,000 feet",Application Development,.NET,Ondrej Balas
1544,2019-08-22 12:45,2019-08-22 13:45,"The ASP.NET Identity Ecosystem from 35,000 feet",Application Development,Security,Ondrej Balas
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Cloud,Keith Elder
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Other,Keith Elder
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Functional Progreamming,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Soft Skills,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Other,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Career Development,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Performance,Keith Elder
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Agile,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Development Practices,John Eiler
